Date,Open,High,Low,Close,Average,Volume
10/08/2020,54.2,54.9,54.2,54.5,54.62,953690
11/08/2020,54.8,54.8,54.1,54.6,54.5,658760
12/08/2020,54.3,54.8,53.9,54.2,54.27,1001320
13/08/2020,54.2,54.6,54,54.4,54.27,953060
14/08/2020,54.4,54.5,53,53.4,53.87,1851510
17/08/2020,53.4,53.5,52.3,53,52.88,1519660
18/08/2020,53,53,52.3,52.4,52.59,859590
19/08/2020,52.4,52.9,52.1,52.7,52.49,916830
20/08/2020,52.7,52.8,52,52,52.16,1590350
21/08/2020,52,52.9,52,52.6,52.58,968870
24/08/2020,52.8,54,52.8,53.6,53.61,1733810
25/08/2020,54,54.4,53.6,53.6,53.98,1758780
26/08/2020,53.6,53.9,53.3,53.5,53.62,1158720
27/08/2020,53.5,53.7,53.4,53.6,53.51,1051320
28/08/2020,53.9,55.5,53.7,54.5,54.78,2380000
31/08/2020,55,55.5,54.4,55,54.96,1294650
01/09/2020,55,55,54.3,54.6,54.57,1699840
03/09/2020,55.4,55.5,54.7,55.4,55.19,1883825
04/09/2020,54.4,56.5,54.4,56.3,55.39,2670190
07/09/2020,56.6,57.1,54.6,54.6,55.9,2565500
08/09/2020,54.7,55,54.4,54.8,54.68,1460040
09/09/2020,54.1,55.4,54.1,55,54.68,1082410
10/09/2020,55.4,55.5,54.7,54.8,55.03,2367530
11/09/2020,54.6,55,54.3,55,54.69,539780
14/09/2020,55,55.8,55,55.6,55.47,944590
15/09/2020,55.6,55.8,55.1,55.4,55.32,794620
16/09/2020,55.4,55.4,54.6,54.9,54.96,1561370
17/09/2020,54.9,54.9,54,54,54.44,1322600
18/09/2020,54,54.6,54,54.2,54.24,1122350
21/09/2020,54.4,54.8,54.4,54.5,54.53,5842920
22/09/2020,54.5,54.6,54.1,54.3,54.35,760350
23/09/2020,54.6,55.4,54.4,55.4,55.07,1884870
24/09/2020,55.1,55.7,55,55,55.25,1047030
25/09/2020,55,55.3,54.5,54.7,54.84,3088340
28/09/2020,54.7,55.1,54.5,54.7,54.71,1263360
29/09/2020,54.9,54.9,53.6,53.6,54.27,1349100
30/09/2020,53.6,54.6,53.6,54.6,53.97,6164640
01/10/2020,54.7,55,54.6,54.9,54.81,1060420
02/10/2020,54.9,55,53.8,54.1,54.51,1483120
05/10/2020,54.6,56.2,54.1,56,55.65,3339820
06/10/2020,56.4,58.3,56.3,58,57.42,5069570
07/10/2020,58,62,57.9,61.9,60.29,6515850
08/10/2020,61.5,63.9,60.6,63.9,62.55,4846470
09/10/2020,63.5,68.2,62.2,68.1,65.6,5434660
12/10/2020,68,70.2,66.5,70.2,68.62,7240700
13/10/2020,70,75.1,68,74.8,71.798,4664240
14/10/2020,74.7,80,73.1,80,76.451,5091890
15/10/2020,80,82.9,78.3,81.1,81.27,7100130
16/10/2020,81,81,75.5,80,79.18,6539150
19/10/2020,76.2,82,76.2,82,79.98,3072960
20/10/2020,81.8,83.7,80,83.7,82.961,5015310
21/10/2020,83,84.9,82,83.7,84.28,3946450
22/10/2020,82.8,85,82.5,85,84.51,5130670
23/10/2020,85.1,86.1,84.5,86,85.85,3532880
26/10/2020,84.7,87.9,84.7,87.9,87.22,4666520
27/10/2020,88,89,85,87.9,87.43,4042910
28/10/2020,87.8,87.8,84.2,86,86.73,4661980
29/10/2020,83,85,80,84,83.26,6707870
30/10/2020,82.2,84,79.5,84,82.37,4060060
02/11/2020,84,84.5,82.3,84.5,84.1,3845900
03/11/2020,84,84.3,83.2,84,83.88,3538300
04/11/2020,84,84.7,83.1,84.2,84.27,4258660
05/11/2020,84.5,87.9,83.8,87.9,86.68,1794890
06/11/2020,87.8,89.9,87,89.9,88.96,1578300
09/11/2020,90,95.6,89.8,95.6,92.57,2470010
10/11/2020,96,98,94.9,95.4,95.43,3489650
11/11/2020,93.7,95.4,92,95.4,94.63,2025450
12/11/2020,95.5,95.5,93.1,93.1,94.1,484080
13/11/2020,92.7,92.7,89.9,90.1,90.59,1094470
16/11/2020,89.5,90.1,83.9,83.9,85.96,4004980
17/11/2020,84,85.9,83.8,85,84.4,813710
18/11/2020,85.1,85.1,82.7,82.9,83.34,985490
19/11/2020,83,83.4,81,82,81.88,1205410
20/11/2020,81.7,83.9,81.1,82,81.86,1166780
23/11/2020,82,83.4,82,83.1,82.64,871370
24/11/2020,83.1,83.1,80,82,82.04,679550
25/11/2020,82,83,82,82.3,82.47,1806650
26/11/2020,81.7,83.9,81.6,83.7,82.46,1530660
27/11/2020,83.7,83.7,82.8,83.7,83.34,1020570
30/11/2020,82.1,83.5,81.7,82,82.06,964680
01/12/2020,80.5,83,80.5,83,82,1051590
02/12/2020,83,84,82,83.2,83.28,741130
03/12/2020,83.3,84,82.5,83.4,83.3,542070
04/12/2020,84,87.5,83.5,86,85.51,1978040
07/12/2020,86.5,87.1,85.5,86,86.14,825210
08/12/2020,86.1,86.4,85.3,85.5,85.78,855880
09/12/2020,85.5,85.7,85,85.4,85.25,840910
10/12/2020,85.4,85.4,83.6,83.9,84.54,1432910
11/12/2020,83.9,84.6,83.2,84.5,84,1889500
14/12/2020,84.7,85.1,83.9,84.5,84.4,2851350
15/12/2020,84.5,84.8,83.9,84.5,84.29,1120210
16/12/2020,84,84.6,83.9,84.5,84.4,648540
17/12/2020,83.5,84.3,82.8,84,83.53,1179730
18/12/2020,83.7,84.3,83.7,84.1,84.03,1601420
21/12/2020,85,85,83.4,83.8,83.91,827020
22/12/2020,83.8,84,82.5,82.8,83.03,876560
23/12/2020,82.7,84.3,82.6,82.8,83.55,910150
24/12/2020,82.8,83,81.8,82.7,82.43,638900
25/12/2020,83,83.1,82.4,82.5,82.81,4401190
28/12/2020,83,83.2,82.1,82.4,82.55,4198550
29/12/2020,84,84,83,83.2,83.41,1540210
30/12/2020,83.9,84.2,82.6,83.5,83.78,959720
31/12/2020,83,89.1,83,88.9,86.81,4056160
04/01/2021,91,91,88.9,88.9,90.58,1915700
05/01/2021,89,90,88.1,89.3,88.82,1374800
06/01/2021,89.3,91,88,88.3,89.4,2344400
07/01/2021,88.3,92.5,88.3,92,90.68,3310400
08/01/2021,93,94.4,92,93.1,93.2,2639600
11/01/2021,93.2,95.5,93.2,94.1,94.31,2553900
12/01/2021,94.1,94.3,93.1,94,93.91,1830900
13/01/2021,94.2,94.3,92.7,93.3,93.53,10264010
14/01/2021,93.2,93.3,91.7,92.3,92.41,1447400
15/01/2021,93,93.4,92.5,93,92.93,21803233
18/01/2021,95,98.1,94.9,95.1,96.19,3740700
19/01/2021,95.8,95.8,88.5,90.9,91.39,3198650
20/01/2021,91.5,91.8,86,90.9,89.84,2394800
21/01/2021,91.5,92.1,89.4,91.5,90.97,4560500
22/01/2021,92,95.2,91,93.3,92.75,3060300
25/01/2021,95,98,94,97,96.29,3869900
26/01/2021,98.2,98.2,91.3,95.5,95.87,2475200
27/01/2021,94.5,94.8,90.2,91.7,92.36,2243700
28/01/2021,85.3,89.4,85.3,85.3,85.93,4302800
29/01/2021,80.5,91,80.5,85.5,85.61,2838500
01/02/2021,85.9,88.3,81,82,85.58,1814400
02/02/2021,82,85,80,84,82.58,2320300
03/02/2021,85.5,89,85.5,88.9,87.04,6476600
04/02/2021,88,90.5,87.5,89.5,89.04,1641200
05/02/2021,89.5,90,89.1,89.6,89.62,1286900
08/02/2021,89.6,89.9,84,85.6,86.41,2360800
09/02/2021,86,89.6,85.1,88.7,87.53,1783800
17/02/2021,89.8,92,88.8,92,90.76,2272900
18/02/2021,92,96,91,95.1,93.94,4798800
19/02/2021,93.6,95.5,93.6,94.9,94.86,1419300
22/02/2021,94.9,95.1,93.8,94.6,94.52,1186200
23/02/2021,94.5,94.5,92.5,92.7,93.2,2663900
24/02/2021,94,94,90.5,91,91.83,1478100
25/02/2021,91.8,91.8,89.4,89.6,90.44,1571600
26/02/2021,88.6,90.4,88.5,90.3,88.93,1876200
01/03/2021,90.4,91.9,90.3,91.3,91.04,859200
02/03/2021,92.8,92.8,90,90.9,91.06,1717200
03/03/2021,90.9,91,90,90.5,90.37,803200
04/03/2021,91,91,87.5,88.4,88.91,1717800
05/03/2021,88,90,87.5,89.2,88.46,2272200
08/03/2021,90.4,90.4,87,87.4,88.19,1612700
09/03/2021,87.7,87.7,81.3,86.7,85.83,1254700
10/03/2021,86.7,87,85.3,87,86.15,817400
11/03/2021,87.8,88.4,86.9,87.3,87.61,878000
12/03/2021,88,88.1,87.2,87.3,87.55,972100
15/03/2021,88,89.2,87.3,88.5,88.28,1188500
16/03/2021,88.8,88.8,87.2,88,87.93,965200
17/03/2021,87.6,88.1,87,88,87.64,576400
18/03/2021,87.9,89.9,87.7,89.7,88.92,1242500
19/03/2021,89,89.4,86.5,88.7,88.34,1255900
22/03/2021,88.7,88.8,87.5,88.1,88.23,2207800
23/03/2021,88.1,88.2,86,86.5,86.94,3704900
24/03/2021,85.2,86.5,85,85.1,85.45,996300
25/03/2021,85.5,86,84,86,85.04,4965600
26/03/2021,85.5,86,83.7,85.9,84.79,1377800
29/03/2021,85.5,86.5,85,86.1,85.75,1838800
30/03/2021,85.6,89.5,85.4,88.5,87.61,3539200
31/03/2021,88.5,93,88.5,92.5,91.61,3460400
01/04/2021,92.9,93,92.1,92.3,92.69,2037400
02/04/2021,93,93.3,92.3,92.7,92.7,3304100
05/04/2021,95,95.1,92.8,93,94.14,2799000
06/04/2021,93,93.2,91.3,91.9,92.23,2045500
07/04/2021,91.9,94.3,90.8,93.8,92.62,3315800
08/04/2021,94.5,94.5,92.4,93,93.18,1264300
09/04/2021,92.8,92.8,91.6,92.1,92.31,1062300
12/04/2021,92.1,92.5,91.4,91.9,91.85,2691200
13/04/2021,92.6,96,92,94.2,94.46,11931000
14/04/2021,94.6,100.7,93.7,100.7,98.26,6637200
15/04/2021,103.5,105,100,100,103.38,2903400
16/04/2021,99.8,101.5,95.2,100.1,99.2,3097750
19/04/2021,101.5,107.1,99.4,107.1,104.45,6660900
20/04/2021,107.1,111.5,104.1,105.5,108.18,4290600
22/04/2021,104,107.4,98.2,98.2,102.65,3674400
23/04/2021,98.2,101.5,96,100,97.76,5010500
26/04/2021,101.5,101.7,95,95,98.13,5204400
27/04/2021,95,98.6,93.6,98,96.35,2383000
28/04/2021,98,99.8,97.5,99,98.6,1859800
29/04/2021,99.2,99.4,97,98,98.27,1803600
